yr,gen,block,plot,row,col,fy
H05,MK04,B1,MK04B1,1,9,27.59965619
H05,MK05,B1,MK05B1,1,10,27.20597727
H05,MK06,B1,MK06B1,1,16,16.99104113
H05,MK07,B1,MK07B1,1,22,20.85138104
H05,MK08,B1,MK08B1,1,20,28.39804102
H05,MK09,B1,MK09B1,1,23,8.496018591
H05,MK10,B1,MK10B1,1,4,21.09792324
H05,MK11,B1,MK11B1,1,3,36.14875468
H05,MK12,B1,MK12B1,1,19,33.53094691
H05,MK13,B1,MK13B1,1,24,37.36700089
H05,MK14,B1,MK14B1,1,14,26.96515118
H05,MK15,B1,MK15B1,1,7,20.48130652
H05,MK16,B1,MK16B1,1,6,9.373124074
H05,MK17,B1,MK17B1,1,2,23.89029744
H05,MK18,B1,MK18B1,1,25,13.35445008
H05,MK19,B1,MK19B1,1,21,27.8158486
H05,MK20,B1,MK20B1,1,5,36.69225758
H05,MK21,B1,MK21B1,1,8,9.228736111
H05,MK22,B1,MK22B1,1,17,20.47505952
H05,MK23,B1,MK23B1,1,15,34.91304762
H05,MK24,B1,MK24B1,1,11,19.12593316
H05,MK25,B1,MK25B1,1,12,14.91350497
H05,MK01,B2,MK01B2,2,20,12.07446429
H05,MK02,B2,MK02B2,2,2,25.91451044
H05,MK03,B2,MK03B2,2,3,33.9093619
H05,MK04,B2,MK04B2,2,11,33.68093636
H05,MK05,B2,MK05B2,2,15,30.22886364
H05,MK06,B2,MK06B2,2,18,30.30834365
H05,MK07,B2,MK07B2,2,22,28.87114299
H05,MK08,B2,MK08B2,2,19,33.22034988
H05,MK09,B2,MK09B2,2,13,24.14657915
H05,MK10,B2,MK10B2,2,9,25.74661818
H05,MK11,B2,MK11B2,2,10,24.61191808
H05,MK12,B2,MK12B2,2,12,1.649062963
H05,MK13,B2,MK13B2,2,7,35.2317437
H05,MK14,B2,MK14B2,2,5,33.11509793
H05,MK15,B2,MK15B2,2,17,20.89093265
H05,MK16,B2,MK16B2,2,14,12.49749876
H05,MK17,B2,MK17B2,2,16,12.37176117
H05,MK18,B2,MK18B2,2,25,12.92366138
H05,MK19,B2,MK19B2,2,21,13.52159307
H05,MK20,B2,MK20B2,2,1,35.11409596
H05,MK21,B2,MK21B2,2,4,16.47988591
H05,MK22,B2,MK22B2,2,23,11.54048809
H05,MK23,B2,MK23B2,2,6,17.90412698
H05,MK24,B2,MK24B2,2,8,24.226182
H05,MK25,B2,MK25B2,2,24,27.56738797
H05,MK01,B3,MK01B3,3,10,27.27934523
H05,MK02,B3,MK02B3,3,16,26.34641895
H05,MK03,B3,MK03B3,3,11,20.72238784
H05,MK04,B3,MK04B3,3,20,16.3726774
H05,MK05,B3,MK05B3,3,3,19.14494697
H05,MK06,B3,MK06B3,3,14,31.22677831
H05,MK07,B3,MK07B3,3,13,29.67311919
H05,MK08,B3,MK08B3,3,2,39.38218896
H05,MK09,B3,MK09B3,3,1,25.48805577
H05,MK10,B3,MK10B3,3,6,20.74033131
H05,MK11,B3,MK11B3,3,17,14.86970051
H05,MK12,B3,MK12B3,3,9,37.10391667
H05,MK13,B3,MK13B3,3,19,14.41298606
H05,MK14,B3,MK14B3,3,24,29.0939789
H05,MK15,B3,MK15B3,3,4,27.44495073
H05,MK16,B3,MK16B3,3,21,16.51455194
H05,MK17,B3,MK17B3,3,18,21.75723516
H05,MK18,B3,MK18B3,3,12,11.63129524
H05,MK19,B3,MK19B3,3,7,41.33744167
H05,MK20,B3,MK20B3,3,5,39.84858081
H05,MK21,B3,MK21B3,3,15,24.17049933
H05,MK22,B3,MK22B3,3,25,8.376160714
H05,MK23,B3,MK23B3,3,23,16.56131746
H05,MK24,B3,MK24B3,3,22,27.62634789
H05,MK25,B3,MK25B3,3,8,31.63470751
H05,MK01,B4,MK01B4,4,7,21.46571429
H05,MK02,B4,MK02B4,4,3,31.52932103
H05,MK03,B4,MK03B4,4,2,34.38032526
H05,MK04,B4,MK04B4,4,23,21.05058523
H05,MK05,B4,MK05B4,4,15,21.66401893
H05,MK06,B4,MK06B4,4,24,15.61338915
H05,MK07,B4,MK07B4,4,16,17.24248817
H05,MK08,B4,MK08B4,4,4,39.65009501
H05,MK09,B4,MK09B4,4,20,16.99203719
H05,MK10,B4,MK10B4,4,21,16.80682021
H05,MK11,B4,MK11B4,4,9,34.35413565
H05,MK12,B4,MK12B4,4,10,33.53094691
H05,MK13,B4,MK13B4,4,11,26.15690062
H05,MK14,B4,MK14B4,4,1,12.29989352
H05,MK15,B4,MK15B4,4,18,13.10803618
H05,MK16,B4,MK16B4,4,6,19.63892664
H05,MK17,B4,MK17B4,4,14,14.9314359
H05,MK18,B4,MK18B4,4,19,18.09312593
H05,MK19,B4,MK19B4,4,8,26.27052368
H05,MK20,B4,MK20B4,4,12,14.99253536
H05,MK21,B4,MK21B4,4,5,15.82069048
H05,MK22,B4,MK22B4,4,25,7.81775
H05,MK23,B4,MK23B4,4,13,18.35173016
H05,MK24,B4,MK24B4,4,17,14.87572579
H05,MK25,B4,MK25B4,4,22,22.59621965
H05,MK01,B5,MK01B5,5,9,20.12410714
H05,MK02,B5,MK02B5,5,10,25.26664768
H05,MK03,B5,MK03B5,5,8,14.12890079
H05,MK04,B5,MK04B5,5,6,29.00302854
H05,MK05,B5,MK05B5,5,24,23.17546212
H05,MK06,B5,MK06B5,5,15,18.36869312
H05,MK07,B5,MK07B5,5,12,13.2326072
H05,MK08,B5,MK08B5,5,25,23.57573217
H05,MK09,B5,MK09B5,5,23,21.46362591
H05,MK10,B5,MK10B5,5,7,22.52829091
H05,MK11,B5,MK11B5,5,20,8.460346841
H05,MK12,B5,MK12B5,5,13,32.98125926
H05,MK13,B5,MK13B5,5,14,34.1641151
H05,MK14,B5,MK14B5,5,22,26.96515118
H05,MK15,B5,MK15B5,5,18,14.33691457
H05,MK16,B5,MK16B5,5,19,3.570713933
H05,MK17,B5,MK17B5,5,11,3.412899634
H05,MK18,B5,MK18B5,5,17,10.76971781
H05,MK19,B5,MK19B5,5,2,22.40721137
H05,MK20,B5,MK20B5,5,5,22.48880303
H05,MK21,B5,MK21B5,5,3,25.48889021
H05,MK22,B5,MK22B5,5,4,20.84733334
H05,MK23,B5,MK23B5,5,1,30.43701588
H05,MK24,B5,MK24B5,5,21,26.35128568
H05,MK25,B5,MK25B5,5,16,32.08663191
H06,MK01,B1,MK01B1,1,13,16.54648809
H06,MK02,B1,MK02B1,1,1,9.501987162
H06,MK03,B1,MK03B1,1,18,7.064450397
H06,MK04,B1,MK04B1,1,9,21.51837601
H06,MK05,B1,MK05B1,1,10,11.58773106
H06,MK06,B1,MK06B1,1,16,24.33851839
H06,MK07,B1,MK07B1,1,22,12.02964291
H06,MK08,B1,MK08B1,1,20,22.50410798
H06,MK09,B1,MK09B1,1,23,11.6261307
H06,MK10,B1,MK10B1,1,4,2.503143434
H06,MK11,B1,MK11B1,1,3,21.53542832
H06,MK12,B1,MK12B1,1,19,13.74219136
H06,MK13,B1,MK13B1,1,24,26.69071493
H06,MK14,B1,MK14B1,1,14,25.07285987
H06,MK15,B1,MK15B1,1,7,15.56579296
H06,MK16,B1,MK16B1,1,6,12.05115952
H06,MK17,B1,MK17B1,1,2,16.21127326
H06,MK18,B1,MK18B1,1,25,20.24706949
H06,MK19,B1,MK19B1,1,21,25.49786121
H06,MK20,B1,MK20B1,1,5,20.91064142
H06,MK21,B1,MK21B1,1,8,10.54712698
H06,MK22,B1,MK22B1,1,17,23.45325
H06,MK23,B1,MK23B1,1,15,7.161650793
H06,MK24,B1,MK24B1,1,11,22.95111979
H06,MK25,B1,MK25B1,1,12,15.81735376
H06,MK01,B2,MK01B2,2,20,14.086875
H06,MK02,B2,MK02B2,2,2,9.93389567
H06,MK03,B2,MK03B2,2,3,14.59986415
H06,MK04,B2,MK04B2,2,11,26.19628384
H06,MK05,B2,MK05B2,2,15,29.72504925
H06,MK06,B2,MK06B2,2,18,17.90947579
H06,MK07,B2,MK07B2,2,22,28.26966084
H06,MK08,B2,MK08B2,2,19,15.53855075
H06,MK09,B2,MK09B2,2,13,19.45141099
H06,MK10,B2,MK10B2,2,9,10.72775758
H06,MK11,B2,MK11B2,2,10,9.742217574
H06,MK12,B2,MK12B2,2,12,8.245314815
H06,MK13,B2,MK13B2,2,7,28.02525067
H06,MK14,B2,MK14B2,2,5,23.65364139
H06,MK15,B2,MK15B2,2,17,18.84280199
H06,MK16,B2,MK16B2,2,14,10.26580256
H06,MK17,B2,MK17B2,2,16,6.399186813
H06,MK18,B2,MK18B2,2,25,23.26259048
H06,MK19,B2,MK19B2,2,21,28.58851106
H06,MK20,B2,MK20B2,2,1,27.22328788
H06,MK21,B2,MK21B2,2,4,21.7534494
H06,MK22,B2,MK22B2,2,23,8.934571429
H06,MK23,B2,MK23B2,2,6,10.74247619
H06,MK24,B2,MK24B2,2,8,8.500414736
H06,MK25,B2,MK25B2,2,24,17.62505133
H06,MK01,B3,MK01B3,3,10,14.31047619
H06,MK02,B3,MK02B3,3,16,25.05069342
H06,MK03,B3,MK03B3,3,11,28.72876494
H06,MK04,B3,MK04B3,3,20,22.92174835
H06,MK05,B3,MK05B3,3,3,22.67164773
H06,MK06,B3,MK06B3,3,14,30.76756097
H06,MK07,B3,MK07B3,3,13,18.04446437
H06,MK08,B3,MK08B3,3,2,26.52269869
H06,MK09,B3,MK09B3,3,1,12.07328958
H06,MK10,B3,MK10B3,3,6,15.73404445
H06,MK11,B3,MK11B3,3,17,15.3824488
H06,MK12,B3,MK12B3,3,9,28.85860185
H06,MK13,B3,MK13B3,3,19,21.88638625
H06,MK14,B3,MK14B3,3,24,23.41710497
H06,MK15,B3,MK15B3,3,4,23.34868943
H06,MK16,B3,MK16B3,3,21,4.909731658
H06,MK17,B3,MK17B3,3,18,12.79837363
H06,MK18,B3,MK18B3,3,12,8.184985537
H06,MK19,B3,MK19B3,3,7,43.26909781
H06,MK20,B3,MK20B3,3,5,31.95777273
H06,MK21,B3,MK21B3,3,15,16.2601541
H06,MK22,B3,MK22B3,3,25,12.28503571
H06,MK23,B3,MK23B3,3,23,17.90412698
H06,MK24,B3,MK24B3,3,22,20.40099537
H06,MK25,B3,MK25B3,3,8,23.04814404
H06,MK01,B4,MK01B4,4,7,22.80732143
H06,MK02,B4,MK02B4,4,3,20.73160835
H06,MK03,B4,MK03B4,4,2,14.59986415
H06,MK04,B4,MK04B4,4,23,16.84046818
H06,MK05,B4,MK05B4,4,15,15.11443182
H06,MK06,B4,MK06B4,4,24,5.051390609
H06,MK07,B4,MK07B4,4,16,15.23754769
H06,MK08,B4,MK08B4,4,4,26.79060474
H06,MK09,B4,MK09B4,4,20,16.5448783
H06,MK10,B4,MK10B4,4,21,4.648694949
H06,MK11,B4,MK11B4,4,9,12.81870733
H06,MK12,B4,MK12B4,4,10,29.13344568
H06,MK13,B4,MK13B4,4,11,23.48782914
H06,MK14,B4,MK14B4,4,1,15.61140331
H06,MK15,B4,MK15B4,4,18,15.97541908
H06,MK16,B4,MK16B4,4,6,21.4242836
H06,MK17,B4,MK17B4,4,14,3.412899634
H06,MK18,B4,MK18B4,4,19,3.230915344
H06,MK19,B4,MK19B4,4,8,18.15756784
H06,MK20,B4,MK20B4,4,12,9.863510101
H06,MK21,B4,MK21B4,4,5,16.47988591
H06,MK22,B4,MK22B4,4,25,5.956380952
H06,MK23,B4,MK23B4,4,13,25.51338095
H06,MK24,B4,MK24B4,4,17,27.20132715
H06,MK25,B4,MK25B4,4,22,22.14429525
H06,MK01,B5,MK01B5,5,9,9.838452381
H06,MK02,B5,MK02B5,5,10,18.14015731
H06,MK03,B5,MK03B5,5,8,15.07082752
H06,MK04,B5,MK04B5,5,6,42.56896123
H06,MK05,B5,MK05B5,5,24,16.625875
H06,MK06,B5,MK06B5,5,15,14.6949545
H06,MK07,B5,MK07B5,5,12,10.02470243
H06,MK08,B5,MK08B5,5,25,17.68179912
H06,MK09,B5,MK09B5,5,23,13.86192507
H06,MK10,B5,MK10B5,5,7,17.52200404
H06,MK11,B5,MK11B5,5,20,12.30595904
H06,MK12,B5,MK12B5,5,13,25.83531976
H06,MK13,B5,MK13B5,5,14,16.01442896
H06,MK14,B5,MK14B5,5,22,20.81520442
H06,MK15,B5,MK15B5,5,18,16.38504521
H06,MK16,B5,MK16B5,5,19,10.7121418
H06,MK17,B5,MK17B5,5,11,12.37176117
H06,MK18,B5,MK18B5,5,17,8.615774251
H06,MK19,B5,MK19B5,5,2,11.58993691
H06,MK20,B5,MK20B5,5,5,36.10044697
H06,MK21,B5,MK21B5,5,3,12.74444511
H06,MK22,B5,MK22B5,5,4,2.978190477
H06,MK23,B5,MK23B5,5,1,12.98049206
H06,MK24,B5,MK24B5,5,21,27.62634789
H06,MK25,B5,MK25B5,5,16,9.03848786
H07,MK01,B1,MK01B1,1,13,21.46571429
H07,MK02,B1,MK02B1,1,1,10.79771268
H07,MK03,B1,MK03B1,1,18,20.25142447
H07,MK04,B1,MK04B1,1,9,38.82663498
H07,MK05,B1,MK05B1,1,10,20.65639016
H07,MK06,B1,MK06B1,1,16,25.25695304
H07,MK07,B1,MK07B1,1,22,17.64347628
H07,MK08,B1,MK08B1,1,20,30.00547731
H07,MK09,B1,MK09B1,1,23,21.91078478
H07,MK10,B1,MK10B1,1,4,15.73404445
H07,MK11,B1,MK11B1,1,3,14.61332636
H07,MK12,B1,MK12B1,1,19,28.03407037
H07,MK13,B1,MK13B1,1,24,19.75112904
H07,MK14,B1,MK14B1,1,14,24.12671421
H07,MK15,B1,MK15B1,1,7,28.67382912
H07,MK16,B1,MK16B1,1,6,17.85356966
H07,MK17,B1,MK17B1,1,2,24.31690989
H07,MK18,B1,MK18B1,1,25,9.908140388
H07,MK19,B1,MK19B1,1,21,27.04318613
H07,MK20,B1,MK20B1,1,5,33.14139394
H07,MK21,B1,MK21B1,1,8,18.89693584
H07,MK22,B1,MK22B1,1,17,33.50464286
H07,MK23,B1,MK23B1,1,15,20.14214286
H07,MK24,B1,MK24B1,1,11,25.50124421
H07,MK25,B1,MK25B1,1,12,43.38474173
H07,MK01,B2,MK01B2,2,20,24.14892857
H07,MK02,B2,MK02B2,2,2,22.02733388
H07,MK03,B2,MK03B2,2,3,21.19335119
H07,MK04,B2,MK04B2,2,11,37.89105341
H07,MK05,B2,MK05B2,2,15,45.34329545
H07,MK06,B2,MK06B2,2,18,30.76756097
H07,MK07,B2,MK07B2,2,22,16.24001793
H07,MK08,B2,MK08B2,2,19,7.233463278
H07,MK09,B2,MK09B2,2,13,21.46362591
H07,MK10,B2,MK10B2,2,9,23.60106667
H07,MK11,B2,MK11B2,2,10,18.97168685
H07,MK12,B2,MK12B2,2,12,16.49062963
H07,MK13,B2,MK13B2,2,7,28.02525067
H07,MK14,B2,MK14B2,2,5,22.2344229
H07,MK15,B2,MK15B2,2,17,18.02354974
H07,MK16,B2,MK16B2,2,14,29.01205071
H07,MK17,B2,MK17B2,2,16,15.7846608
H07,MK18,B2,MK18B2,2,25,31.0167873
H07,MK19,B2,MK19B2,2,21,41.72377289
H07,MK20,B2,MK20B2,2,1,22.48880303
H07,MK21,B2,MK21B2,2,4,28.34540377
H07,MK22,B2,MK22B2,2,23,19.35823809
H07,MK23,B2,MK23B2,2,6,13.42809524
H07,MK24,B2,MK24B2,2,8,15.30074652
H07,MK25,B2,MK25B2,2,24,29.82700994
H07,MK01,B3,MK01B3,3,10,19.22970238
H07,MK02,B3,MK02B3,3,16,24.61878492
H07,MK03,B3,MK03B3,3,11,16.4837176
H07,MK04,B3,MK04B3,3,20,44.90791515
H07,MK05,B3,MK05B3,3,3,18.64113257
H07,MK06,B3,MK06B3,3,14,33.52286494
H07,MK07,B3,MK07B3,3,13,18.04446437
H07,MK08,B3,MK08B3,3,2,39.38218896
H07,MK09,B3,MK09B3,3,1,35.32555098
H07,MK10,B3,MK10B3,3,6,17.52200404
H07,MK11,B3,MK11B3,3,17,29.22665272
H07,MK12,B3,MK12B3,3,9,26.38500741
H07,MK13,B3,MK13B3,3,19,33.09648651
H07,MK14,B3,MK14B3,3,24,25.54593269
H07,MK15,B3,MK15B3,3,4,19.66205426
H07,MK16,B3,MK16B3,3,21,17.85356966
H07,MK17,B3,MK17B3,3,18,21.11731648
H07,MK18,B3,MK18B3,3,12,7.754196825
H07,MK19,B3,MK19B3,3,7,32.06549214
H07,MK20,B3,MK20B3,3,5,43.79398485
H07,MK21,B3,MK21B3,3,15,18.45747222
H07,MK22,B3,MK22B3,3,25,13.96026786
H07,MK23,B3,MK23B3,3,23,30.43701588
H07,MK24,B3,MK24B3,3,22,26.77630642
H07,MK25,B3,MK25B3,3,8,52.42322959
H07,MK01,B4,MK01B4,4,7,12.74526786
H07,MK02,B4,MK02B4,4,3,20.73160835
H07,MK03,B4,MK03B4,4,2,20.72238784
H07,MK04,B4,MK04B4,4,23,21.51837601
H07,MK05,B4,MK05B4,4,15,29.72504925
H07,MK06,B4,MK06B4,4,24,7.347477248
H07,MK07,B4,MK07B4,4,16,16.03952388
H07,MK08,B4,MK08B4,4,4,33.22034988
H07,MK09,B4,MK09B4,4,20,37.11418648
H07,MK10,B4,MK10B4,4,21,14.30367676
H07,MK11,B4,MK11B4,4,9,31.7903942
H07,MK12,B4,MK12B4,4,10,45.62407531
H07,MK13,B4,MK13B4,4,11,21.88638625
H07,MK14,B4,MK14B4,4,1,17.03062179
H07,MK15,B4,MK15B4,4,18,13.92728843
H07,MK16,B4,MK16B4,4,6,35.70713933
H07,MK17,B4,MK17B4,4,14,37.11528352
H07,MK18,B4,MK18B4,4,19,10.3389291
H07,MK19,B4,MK19B4,4,8,28.58851106
H07,MK20,B4,MK20B4,4,12,6.707186869
H07,MK21,B4,MK21B4,4,5,11.20632242
H07,MK22,B4,MK22B4,4,25,11.54048809
H07,MK23,B4,MK23B4,4,13,13.42809524
H07,MK24,B4,MK24B4,4,17,20.8260161
H07,MK25,B4,MK25B4,4,22,23.04814404
H07,MK01,B5,MK01B5,5,9,13.41607143
H07,MK02,B5,MK02B5,5,10,33.68886358
H07,MK03,B5,MK03B5,5,8,27.31587486
H07,MK04,B5,MK04B5,5,6,55.19931237
H07,MK05,B5,MK05B5,5,24,14.61061742
H07,MK06,B5,MK06B5,5,15,13.31730251
H07,MK07,B5,MK07B5,5,12,16.84150008
H07,MK08,B5,MK08B5,5,25,23.57573217
H07,MK09,B5,MK09B5,5,23,33.53691549
H07,MK10,B5,MK10B5,5,7,23.95865858
H07,MK11,B5,MK11B5,5,20,36.14875468
H07,MK12,B5,MK12B5,5,13,17.04031728
H07,MK13,B5,MK13B5,5,14,34.69792941
H07,MK14,B5,MK14B5,5,22,17.03062179
H07,MK15,B5,MK15B5,5,18,15.97541908
H07,MK16,B5,MK16B5,5,19,22.76330132
H07,MK17,B5,MK17B5,5,11,13.22498608
H07,MK18,B5,MK18B5,5,17,18.95470336
H07,MK19,B5,MK19B5,5,2,23.95253629
H07,MK20,B5,MK20B5,5,5,37.28406818
H07,MK21,B5,MK21B5,5,3,18.45747222
H07,MK22,B5,MK22B5,5,4,4.467285714
H07,MK23,B5,MK23B5,5,1,30.88461905
H07,MK24,B5,MK24B5,5,21,28.05136863
H07,MK25,B5,MK25B5,5,16,35.70202704
H08,MK01,B1,MK01B1,1,13,35.55258929
H08,MK02,B1,MK02B1,1,1,25.48260194
H08,MK03,B1,MK03B1,1,18,8.477340476
H08,MK04,B1,MK04B1,1,9,27.1318654
H08,MK05,B1,MK05B1,1,10,26.70216288
H08,MK06,B1,MK06B1,1,16,27.55303968
H08,MK07,B1,MK07B1,1,22,22.85632153
H08,MK08,B1,MK08B1,1,20,35.89941034
H08,MK09,B1,MK09B1,1,23,17.88635492
H08,MK10,B1,MK10B1,1,4,17.87959596
H08,MK11,B1,MK11B1,1,3,19.99718344
H08,MK12,B1,MK12B1,1,19,29.13344568
H08,MK13,B1,MK13B1,1,24,33.09648651
H08,MK14,B1,MK14B1,1,14,25.54593269
H08,MK15,B1,MK15B1,1,7,18.84280199
H08,MK16,B1,MK16B1,1,6,16.96089119
H08,MK17,B1,MK17B1,1,2,25.59674725
H08,MK18,B1,MK18B1,1,25,25.84732275
H08,MK19,B1,MK19B1,1,21,26.6568549
H08,MK20,B1,MK20B1,1,5,16.17615657
H08,MK21,B1,MK21B1,1,8,12.30498148
H08,MK22,B1,MK22B1,1,17,24.57007143
H08,MK23,B1,MK23B1,1,15,20.14214286
H08,MK24,B1,MK24B1,1,11,19.97597463
H08,MK25,B1,MK25B1,1,12,27.11546358
H08,MK01,B2,MK01B2,2,20,26.83214286
H08,MK02,B2,MK02B2,2,2,28.93786999
H08,MK03,B2,MK03B2,2,3,21.66431455
H08,MK04,B2,MK04B2,2,11,14.03372348
H08,MK05,B2,MK05B2,2,15,25.69453409
H08,MK06,B2,MK06B2,2,18,45.00329815
H08,MK07,B2,MK07B2,2,22,30.07410728
H08,MK08,B2,MK08B2,2,19,18.21761121
H08,MK09,B2,MK09B2,2,13,33.53691549
H08,MK10,B2,MK10B2,2,9,16.80682021
H08,MK11,B2,MK11B2,2,10,18.45893856
H08,MK12,B2,MK12B2,2,12,8.245314815
H08,MK13,B2,MK13B2,2,7,18.4165933
H08,MK14,B2,MK14B2,2,5,35.48046207
H08,MK15,B2,MK15B2,2,17,21.30055877
H08,MK16,B2,MK16B2,2,14,16.51455194
H08,MK17,B2,MK17B2,2,16,12.79837363
H08,MK18,B2,MK18B2,2,25,36.18625185
H08,MK19,B2,MK19B2,2,21,15.83958045
H08,MK20,B2,MK20B2,2,1,30.37961112
H08,MK21,B2,MK21B2,2,4,25.70862202
H08,MK22,B2,MK22B2,2,23,16.75232143
H08,MK23,B2,MK23B2,2,6,18.35173016
H08,MK24,B2,MK24B2,2,8,14.45070505
H08,MK25,B2,MK25B2,2,24,31.18278312
H08,MK01,B3,MK01B3,3,10,11.18005952
H08,MK02,B3,MK02B3,3,16,17.70824881
H08,MK03,B3,MK03B3,3,11,26.37394815
H08,MK04,B3,MK04B3,3,20,21.9861668
H08,MK05,B3,MK05B3,3,3,11.08391667
H08,MK06,B3,MK06B3,3,14,42.70721151
H08,MK07,B3,MK07B3,3,13,21.25236915
H08,MK08,B3,MK08B3,3,2,45.8119341
H08,MK09,B3,MK09B3,3,1,22.35794367
H08,MK10,B3,MK10B3,3,6,15.01886061
H08,MK11,B3,MK11B3,3,17,14.35695221
H08,MK12,B3,MK12B3,3,9,28.85860185
H08,MK13,B3,MK13B3,3,19,10.67628597
H08,MK14,B3,MK14B3,3,24,33.35163435
H08,MK15,B3,MK15B3,3,4,22.9390633
H08,MK16,B3,MK16B3,3,21,7.141427866
H08,MK17,B3,MK17B3,3,18,26.23666593
H08,MK18,B3,MK18B3,3,12,36.61704056
H08,MK19,B3,MK19B3,3,7,19.70289276
H08,MK20,B3,MK20B3,3,5,26.82874748
H08,MK21,B3,MK21B3,3,15,10.54712698
H08,MK22,B3,MK22B3,3,25,3.908875
H08,MK23,B3,MK23B3,3,23,24.6181746
H08,MK24,B3,MK24B3,3,22,25.92626494
H08,MK25,B3,MK25B3,3,8,46.09628809
H08,MK01,B4,MK01B4,4,7,16.77008929
H08,MK02,B4,MK02B4,4,3,13.82107224
H08,MK03,B4,MK03B4,4,2,28.25780159
H08,MK04,B4,MK04B4,4,23,11.22697879
H08,MK05,B4,MK05B4,4,15,28.21360607
H08,MK06,B4,MK06B4,4,24,7.347477248
H08,MK07,B4,MK07B4,4,16,16.44051198
H08,MK08,B4,MK08B4,4,4,27.32641683
H08,MK09,B4,MK09B4,4,20,18.78067268
H08,MK10,B4,MK10B4,4,21,13.94608485
H08,MK11,B4,MK11B4,4,9,17.94619027
H08,MK12,B4,MK12B4,4,10,28.58375802
H08,MK13,B4,MK13B4,4,11,24.55545773
H08,MK14,B4,MK14B4,4,1,17.03062179
H08,MK15,B4,MK15B4,4,18,15.56579296
H08,MK16,B4,MK16B4,4,6,18.29990891
H08,MK17,B4,MK17B4,4,14,8.10563663
H08,MK18,B4,MK18B4,4,19,20.6778582
H08,MK19,B4,MK19B4,4,8,10.43094322
H08,MK20,B4,MK20B4,4,12,14.59799495
H08,MK21,B4,MK21B4,4,5,19.7758631
H08,MK22,B4,MK22B4,4,25,9.306845238
H08,MK23,B4,MK23B4,4,13,20.58974603
H08,MK24,B4,MK24B4,4,17,19.97597463
H08,MK25,B4,MK25B4,4,22,28.47123676
H08,MK01,B5,MK01B5,5,9,18.7825
H08,MK02,B5,MK02B5,5,10,3.887176566
H08,MK03,B5,MK03B5,5,8,27.31587486
H08,MK04,B5,MK04B5,5,6,23.38953915
H08,MK05,B5,MK05B5,5,24,11.33582386
H08,MK06,B5,MK06B5,5,15,17.45025847
H08,MK07,B5,MK07B5,5,12,11.22766672
H08,MK08,B5,MK08B5,5,25,15.00273865
H08,MK09,B5,MK09B5,5,23,29.06532676
H08,MK10,B5,MK10B5,5,7,13.94608485
H08,MK11,B5,MK11B5,5,20,13.07508148
H08,MK12,B5,MK12B5,5,13,32.98125926
H08,MK13,B5,MK13B5,5,14,6.405771582
H08,MK14,B5,MK14B5,5,22,28.85744248
H08,MK15,B5,MK15B5,5,18,20.48130652
H08,MK16,B5,MK16B5,5,19,5.802410141
H08,MK17,B5,MK17B5,5,11,7.039105495
H08,MK18,B5,MK18B5,5,17,18.73930899
H08,MK19,B5,MK19B5,5,2,21.24821767
H08,MK20,B5,MK20B5,5,5,17.16250758
H08,MK21,B5,MK21B5,5,3,13.62337235
H08,MK22,B5,MK22B5,5,4,5.956380952
H08,MK23,B5,MK23B5,5,1,20.14214286
H08,MK24,B5,MK24B5,5,21,41.65203221
H08,MK25,B5,MK25B5,5,16,19.43274889
H09,MK01,B1,MK01B1,1,13,28.17375
