yr,gen,block,plot,row,col,fy
H09,MK02,B1,MK02B1,1,1,4.750993582
H09,MK03,B1,MK03B1,1,18,9.890230556
H09,MK04,B1,MK04B1,1,9,29.00302854
H09,MK05,B1,MK05B1,1,10,18.13731818
H09,MK06,B1,MK06B1,1,16,15.61338915
H09,MK07,B1,MK07B1,1,22,14.83655959
H09,MK08,B1,MK08B1,1,20,6.429745136
H09,MK09,B1,MK09B1,1,23,15.65056057
H09,MK10,B1,MK10B1,1,4,4.29110303
H09,MK11,B1,MK11B1,1,3,6.152979521
H09,MK12,B1,MK12B1,1,19,11.54344074
H09,MK13,B1,MK13B1,1,24,41.63751529
H09,MK14,B1,MK14B1,1,14,17.03062179
H09,MK15,B1,MK15B1,1,7,10.24065326
H09,MK16,B1,MK16B1,1,6,4.017053175
H09,MK17,B1,MK17B1,1,2,2.559674725
H09,MK18,B1,MK18B1,1,25,23.69337918
H09,MK19,B1,MK19B1,1,21,22.02088014
H09,MK20,B1,MK20B1,1,5,16.96523737
H09,MK21,B1,MK21B1,1,8,10.10766336
H09,MK22,B1,MK22B1,1,17,14.14640477
H09,MK23,B1,MK23B1,1,15,12.98049206
H09,MK24,B1,MK24B1,1,11,18.70091242
H09,MK25,B1,MK25B1,1,12,4.51924393
H09,MK01,B2,MK01B2,2,20,26.16133929
H09,MK02,B2,MK02B2,2,2,11.22962119
H09,MK03,B2,MK03B2,2,3,40.50284895
H09,MK04,B2,MK04B2,2,11,10.75918801
H09,MK05,B2,MK05B2,2,15,16.12206061
H09,MK06,B2,MK06B2,2,18,33.52286494
H09,MK07,B2,MK07B2,2,22,23.45780368
H09,MK08,B2,MK08B2,2,19,15.00273865
H09,MK09,B2,MK09B2,2,13,20.1221493
H09,MK10,B2,MK10B2,2,9,11.80053333
H09,MK11,B2,MK11B2,2,10,8.716720988
H09,MK12,B2,MK12B2,2,12,9.894377778
H09,MK13,B2,MK13B2,2,7,15.21370751
H09,MK14,B2,MK14B2,2,5,16.55754897
H09,MK15,B2,MK15B2,2,17,11.87915778
H09,MK16,B2,MK16B2,2,14,9.819463315
H09,MK17,B2,MK17B2,2,16,10.66531135
H09,MK18,B2,MK18B2,2,25,54.27937778
H09,MK19,B2,MK19B2,2,21,38.24679182
H09,MK20,B2,MK20B2,2,1,17.35977778
H09,MK21,B2,MK21B2,2,4,19.11666766
H09,MK22,B2,MK22B2,2,23,32.01554762
H09,MK23,B2,MK23B2,2,6,18.35173016
H09,MK24,B2,MK24B2,2,8,11.47555989
H09,MK25,B2,MK25B2,2,24,46.54821247
H09,MK01,B3,MK01B3,3,10,12.07446429
H09,MK02,B3,MK02B3,3,16,16.84443179
H09,MK03,B3,MK03B3,3,11,7.770895437
H09,MK04,B3,MK04B3,3,20,37.89105341
H09,MK05,B3,MK05B3,3,3,15.61824621
H09,MK06,B3,MK06B3,3,14,55.56529669
H09,MK07,B3,MK07B3,3,13,18.44545246
H09,MK08,B3,MK08B3,3,2,31.34500754
H09,MK09,B3,MK09B3,3,1,12.96760732
H09,MK10,B3,MK10B3,3,6,12.87330909
H09,MK11,B3,MK11B3,3,17,18.97168685
H09,MK12,B3,MK12B3,3,9,34.63032222
H09,MK13,B3,MK13B3,3,19,21.88638625
H09,MK14,B3,MK14B3,3,24,24.83632345
H09,MK15,B3,MK15B3,3,4,12.69841004
H09,MK16,B3,MK16B3,3,21,10.26580256
H09,MK17,B3,MK17B3,3,18,14.07821099
H09,MK18,B3,MK18B3,3,12,13.35445008
H09,MK19,B3,MK19B3,3,7,32.06549214
H09,MK20,B3,MK20B3,3,5,35.50863636
H09,MK21,B3,MK21B3,3,15,14.06283598
H09,MK22,B3,MK22B3,3,25,21.21960714
H09,MK23,B3,MK23B3,3,23,20.58974603
H09,MK24,B3,MK24B3,3,22,25.07622347
H09,MK25,B3,MK25B3,3,8,35.25010265
H09,MK01,B4,MK01B4,4,7,5.366428571
H09,MK02,B4,MK02B4,4,3,12.09343821
H09,MK03,B4,MK03B4,4,2,12.24504735
H09,MK04,B4,MK04B4,4,23,9.355815657
H09,MK05,B4,MK05B4,4,15,18.13731818
H09,MK06,B4,MK06B4,4,24,9.643563889
H09,MK07,B4,MK07B4,4,16,13.2326072
H09,MK08,B4,MK08B4,4,4,6.965557231
H09,MK09,B4,MK09B4,4,20,48.74031718
H09,MK10,B4,MK10B4,4,21,10.01257374
H09,MK11,B4,MK11B4,4,9,16.92069368
H09,MK12,B4,MK12B4,4,10,41.22657407
H09,MK13,B4,MK13B4,4,11,21.35257194
H09,MK14,B4,MK14B4,4,1,12.29989352
H09,MK15,B4,MK15B4,4,18,15.97541908
H09,MK16,B4,MK16B4,4,6,27.67303299
H09,MK17,B4,MK17B4,4,14,7.679024176
H09,MK18,B4,MK18B4,4,19,3.230915344
H09,MK19,B4,MK19B4,4,8,15.45324922
H09,MK20,B4,MK20B4,4,12,11.04713131
H09,MK21,B4,MK21B4,4,5,13.84310417
H09,MK22,B4,MK22B4,4,25,10.79594048
H09,MK23,B4,MK23B4,4,13,19.2469365
H09,MK24,B4,MK24B4,4,17,9.350456209
H09,MK25,B4,MK25B4,4,22,23.50006843
H09,MK01,B5,MK01B5,5,9,21.46571429
H09,MK02,B5,MK02B5,5,10,22.02733388
H09,MK03,B5,MK03B5,5,8,9.890230556
H09,MK04,B5,MK04B5,5,6,3.742326263
H09,MK05,B5,MK05B5,5,24,21.16020455
H09,MK06,B5,MK06B5,5,15,15.61338915
H09,MK07,B5,MK07B5,5,12,8.821738136
H09,MK08,B5,MK08B5,5,25,16.07436284
H09,MK09,B5,MK09B5,5,23,5.813065351
H09,MK10,B5,MK10B5,5,7,17.16441212
H09,MK11,B5,MK11B5,5,20,40.76348932
H09,MK12,B5,MK12B5,5,13,12.09312839
H09,MK13,B5,MK13B5,5,14,6.405771582
H09,MK14,B5,MK14B5,5,22,20.34213158
H09,MK15,B5,MK15B5,5,18,11.87915778
H09,MK16,B5,MK16B5,5,19,3.124374691
H09,MK17,B5,MK17B5,5,11,1.279837363
H09,MK18,B5,MK18B5,5,17,2.584732275
H09,MK19,B5,MK19B5,5,2,1.931656153
H09,MK20,B5,MK20B5,5,5,1.183621212
H09,MK21,B5,MK21B5,5,3,1.97758631
H09,MK22,B5,MK22B5,5,4,2.792053571
H09,MK23,B5,MK23B5,5,1,25.06577778
H09,MK24,B5,MK24B5,5,21,28.90141011
H09,MK25,B5,MK25B5,5,16,14.91350497
H10,MK01,B1,MK01B1,1,13,12.74526786
H10,MK02,B1,MK02B1,1,1,35.4164976
H10,MK03,B1,MK03B1,1,18,21.66431455
H10,MK04,B1,MK04B1,1,9,40.69779811
H10,MK05,B1,MK05B1,1,10,23.67927652
H10,MK06,B1,MK06B1,1,16,27.09382236
H10,MK07,B1,MK07B1,1,22,25.66323821
H10,MK08,B1,MK08B1,1,20,27.32641683
H10,MK09,B1,MK09B1,1,23,22.80510253
H10,MK10,B1,MK10B1,1,4,11.08534949
H10,MK11,B1,MK11B1,1,3,36.14875468
H10,MK12,B1,MK12B1,1,19,44.5247
H10,MK13,B1,MK13B1,1,24,29.35978641
H10,MK14,B1,MK14B1,1,14,34.53431641
H10,MK15,B1,MK15B1,1,7,27.85457687
H10,MK16,B1,MK16B1,1,6,21.87062284
H10,MK17,B1,MK17B1,1,2,31.56932162
H10,MK18,B1,MK18B1,1,25,39.20177284
H10,MK19,B1,MK19B1,1,21,41.33744167
H10,MK20,B1,MK20B1,1,5,30.77415152
H10,MK21,B1,MK21B1,1,8,22.41264484
H10,MK22,B1,MK22B1,1,17,25.68689286
H10,MK23,B1,MK23B1,1,15,23.27536507
H10,MK24,B1,MK24B1,1,11,34.00165895
H10,MK25,B1,MK25B1,1,12,53.32707837
H10,MK01,B2,MK01B2,2,20,27.50294643
H10,MK02,B2,MK02B2,2,2,41.46321671
H10,MK03,B2,MK03B2,2,3,35.32225198
H10,MK04,B2,MK04B2,2,11,39.76221654
H10,MK05,B2,MK05B2,2,15,27.70979166
H10,MK06,B2,MK06B2,2,18,21.58321442
H10,MK07,B2,MK07B2,2,22,31.27707157
H10,MK08,B2,MK08B2,2,19,29.4696652
H10,MK09,B2,MK09B2,2,13,61.0371862
H10,MK10,B2,MK10B2,2,9,24.67384242
H10,MK11,B2,MK11B2,2,10,27.17565955
H10,MK12,B2,MK12B2,2,12,21.43781852
H10,MK13,B2,MK13B2,2,7,28.82597212
H10,MK14,B2,MK14B2,2,5,42.10348166
H10,MK15,B2,MK15B2,2,17,19.66205426
H10,MK16,B2,MK16B2,2,14,47.75829886
H10,MK17,B2,MK17B2,2,16,16.63788571
H10,MK18,B2,MK18B2,2,25,25.84732275
H10,MK19,B2,MK19B2,2,21,33.99714828
H10,MK20,B2,MK20B2,2,1,35.50863636
H10,MK21,B2,MK21B2,2,4,15.16149504
H10,MK22,B2,MK22B2,2,23,35.36601191
H10,MK23,B2,MK23B2,2,6,25.96098412
H10,MK24,B2,MK24B2,2,8,18.70091242
H10,MK25,B2,MK25B2,2,24,57.39439791
H10,MK01,B3,MK01B3,3,10,14.75767857
H10,MK02,B3,MK02B3,3,16,34.55268059
H10,MK03,B3,MK03B3,3,11,14.83534583
H10,MK04,B3,MK04B3,3,20,38.82663498
H10,MK05,B3,MK05B3,3,3,22.16783334
H10,MK06,B3,MK06B3,3,14,36.73738625
H10,MK07,B3,MK07B3,3,13,32.07904777
H10,MK08,B3,MK08B3,3,2,35.36359825
H10,MK09,B3,MK09B3,3,1,27.72385014
H10,MK10,B3,MK10B3,3,6,20.02514748
H10,MK11,B3,MK11B3,3,17,38.456122
H10,MK12,B3,MK12B3,3,9,33.80579074
H10,MK13,B3,MK13B3,3,19,42.17132958
H10,MK14,B3,MK14B3,3,24,34.77085283
H10,MK15,B3,MK15B3,3,4,24.57756782
H10,MK16,B3,MK16B3,3,21,46.41928113
H10,MK17,B3,MK17B3,3,18,16.63788571
H10,MK18,B3,MK18B3,3,12,27.5704776
H10,MK19,B3,MK19B3,3,7,26.27052368
H10,MK20,B3,MK20B3,3,5,32.74685354
H10,MK21,B3,MK21B3,3,15,32.52030821
H10,MK22,B3,MK22B3,3,25,50.25696429
H10,MK23,B3,MK23B3,3,23,40.28428571
H10,MK24,B3,MK24B3,3,22,36.9768041
H10,MK25,B3,MK25B3,3,8,61.46171744
H10,MK01,B4,MK01B4,4,7,25.49053571
H10,MK02,B4,MK02B4,4,3,22.8911509
H10,MK03,B4,MK03B4,4,2,32.49647183
H10,MK04,B4,MK04B4,4,23,11.22697879
H10,MK05,B4,MK05B4,4,15,26.70216288
H10,MK06,B4,MK06B4,4,24,9.184346561
H10,MK07,B4,MK07B4,4,16,21.65335724
H10,MK08,B4,MK08B4,4,4,31.07710149
H10,MK09,B4,MK09B4,4,20,27.72385014
H10,MK10,B4,MK10B4,4,21,28.96494545
H10,MK11,B4,MK11B4,4,9,35.37963224
H10,MK12,B4,MK12B4,4,10,37.3787605
H10,MK13,B4,MK13B4,4,11,36.8331866
H10,MK14,B4,MK14B4,4,1,16.08447613
H10,MK15,B4,MK15B4,4,18,18.02354974
H10,MK16,B4,MK16B4,4,6,50.88267354
H10,MK17,B4,MK17B4,4,14,16.63788571
H10,MK18,B4,MK18B4,4,19,20.03167513
H10,MK19,B4,MK19B4,4,8,20.47555522
H10,MK20,B4,MK20B4,4,12,13.01983333
H10,MK21,B4,MK21B4,4,5,27.0270129
H10,MK22,B4,MK22B4,4,25,14.51867857
H10,MK23,B4,MK23B4,4,13,38.49387302
H10,MK24,B4,MK24B4,4,17,14.87572579
H10,MK25,B4,MK25B4,4,22,19.43274889
H10,MK01,B5,MK01B5,5,9,30.18616071
H10,MK02,B5,MK02B5,5,10,40.16749119
H10,MK03,B5,MK03B5,5,8,31.08358175
H10,MK04,B5,MK04B5,5,6,33.68093636
H10,MK05,B5,MK05B5,5,24,12.84726705
H10,MK06,B5,MK06B5,5,15,17.90947579
H10,MK07,B5,MK07B5,5,12,20.85138104
H10,MK08,B5,MK08B5,5,25,21.96829589
H10,MK09,B5,MK09B5,5,23,13.86192507
H10,MK10,B5,MK10B5,5,7,29.50133333
H10,MK11,B5,MK11B5,5,20,45.37822397
H10,MK12,B5,MK12B5,5,13,25.28563209
H10,MK13,B5,MK13B5,5,14,20.81875764
H10,MK14,B5,MK14B5,5,22,26.49207835
H10,MK15,B5,MK15B5,5,18,22.11981104
H10,MK16,B5,MK16B5,5,19,31.46691653
H10,MK17,B5,MK17B5,5,11,28.15642198
H10,MK18,B5,MK18B5,5,17,10.76971781
H10,MK19,B5,MK19B5,5,2,26.27052368
H10,MK20,B5,MK20B5,5,5,27.81509848
H10,MK21,B5,MK21B5,5,3,20.43505853
H10,MK22,B5,MK22B5,5,4,14.51867857
H10,MK23,B5,MK23B5,5,1,26.40858731
H10,MK24,B5,MK24B5,5,21,38.67688704
H10,MK25,B5,MK25B5,5,16,23.95199283
H11,MK01,B1,MK01B1,1,13,21.46571429
H11,MK02,B1,MK02B1,1,1,31.52932103
H11,MK03,B1,MK03B1,1,18,16.4837176
H11,MK04,B1,MK04B1,1,9,19.64721288
H11,MK05,B1,MK05B1,1,10,34.25937879
H11,MK06,B1,MK06B1,1,16,18.36869312
H11,MK07,B1,MK07B1,1,22,11.62865482
H11,MK08,B1,MK08B1,1,20,19.28923541
H11,MK09,B1,MK09B1,1,23,4.024429859
H11,MK10,B1,MK10B1,1,4,6.079062627
H11,MK11,B1,MK11B1,1,3,23.84279564
H11,MK12,B1,MK12B1,1,19,29.13344568
H11,MK13,B1,MK13B1,1,24,17.61587185
H11,MK14,B1,MK14B1,1,14,31.69587945
H11,MK15,B1,MK15B1,1,7,18.02354974
H11,MK16,B1,MK16B1,1,6,15.62187346
H11,MK17,B1,MK17B1,1,2,12.79837363
H11,MK18,B1,MK18B1,1,25,25.41653404
H11,MK19,B1,MK19B1,1,21,23.17987383
H11,MK20,B1,MK20B1,1,5,28.80144949
H11,MK21,B1,MK21B1,1,8,7.910345238
H11,MK22,B1,MK22B1,1,17,12.28503571
H11,MK23,B1,MK23B1,1,15,5.371238095
H11,MK24,B1,MK24B1,1,11,16.57580873
H11,MK25,B1,MK25B1,1,12,40.67319537
H11,MK01,B2,MK01B2,2,20,10.06205357
H11,MK02,B2,MK02B2,2,2,9.501987162
H11,MK03,B2,MK03B2,2,3,24.96105807
H11,MK04,B2,MK04B2,2,11,28.06744697
H11,MK05,B2,MK05B2,2,15,17.63350379
H11,MK06,B2,MK06B2,2,18,31.22677831
H11,MK07,B2,MK07B2,2,22,34.88596445
H11,MK08,B2,MK08B2,2,19,18.21761121
H11,MK09,B2,MK09B2,2,13,20.1221493
H11,MK10,B2,MK10B2,2,9,13.94608485
H11,MK11,B2,MK11B2,2,10,20.50993173
H11,MK12,B2,MK12B2,2,12,41.22657407
H11,MK13,B2,MK13B2,2,7,42.43823673
H11,MK14,B2,MK14B2,2,5,19.86905876
H11,MK15,B2,MK15B2,2,17,36.04709947
H11,MK16,B2,MK16B2,2,14,6.695088624
H11,MK17,B2,MK17B2,2,16,10.2386989
H11,MK18,B2,MK18B2,2,25,29.72442116
H11,MK19,B2,MK19B2,2,21,8.499287071
H11,MK20,B2,MK20B2,2,1,15.38707576
H11,MK21,B2,MK21B2,2,4,15.16149504
H11,MK22,B2,MK22B2,2,23,13.02958334
H11,MK23,B2,MK23B2,2,6,17.90412698
H11,MK24,B2,MK24B2,2,8,14.87572579
H11,MK25,B2,MK25B2,2,24,14.46158058
H11,MK01,B3,MK01B3,3,10,22.36011905
H11,MK02,B3,MK02B3,3,16,27.64214447
H11,MK03,B3,MK03B3,3,11,39.56092222
H11,MK04,B3,MK04B3,3,20,22.45395758
H11,MK05,B3,MK05B3,3,3,11.08391667
H11,MK06,B3,MK06B3,3,14,27.09382236
H11,MK07,B3,MK07B3,3,13,31.67805967
H11,MK08,B3,MK08B3,3,2,33.75616197
H11,MK09,B3,MK09B3,3,1,8.943177465
H11,MK10,B3,MK10B3,3,6,19.30996364
H11,MK11,B3,MK11B3,3,17,14.35695221
H11,MK12,B3,MK12B3,3,9,15.66609815
H11,MK13,B3,MK13B3,3,19,17.61587185
H11,MK14,B3,MK14B3,3,24,34.77085283
H11,MK15,B3,MK15B3,3,4,15.15616682
H11,MK16,B3,MK16B3,3,21,5.802410141
H11,MK17,B3,MK17B3,3,18,23.67699121
H11,MK18,B3,MK18B3,3,12,21.53943563
H11,MK19,B3,MK19B3,3,7,22.02088014
H11,MK20,B3,MK20B3,3,5,23.27788384
H11,MK21,B3,MK21B3,3,15,20.65479035
H11,MK22,B3,MK22B3,3,25,10.05139286
H11,MK23,B3,MK23B3,3,23,20.58974603
H11,MK24,B3,MK24B3,3,22,40.16445963
H11,MK25,B3,MK25B3,3,8,23.95199283
H11,MK01,B4,MK01B4,4,7,6.037232143
H11,MK02,B4,MK02B4,4,3,15.11679776
H11,MK03,B4,MK03B4,4,2,13.18697407
H11,MK04,B4,MK04B4,4,23,16.84046818
H11,MK05,B4,MK05B4,4,15,25.69453409
H11,MK06,B4,MK06B4,4,24,12.85808518
H11,MK07,B4,MK07B4,4,16,16.44051198
H11,MK08,B4,MK08B4,4,4,16.61017493
H11,MK09,B4,MK09B4,4,20,10.73181296
H11,MK10,B4,MK10B4,4,21,7.867022222
H11,MK11,B4,MK11B4,4,9,19.99718344
H11,MK12,B4,MK12B4,4,10,40.67688643
H11,MK13,B4,MK13B4,4,11,18.68350045
H11,MK14,B4,MK14B4,4,1,18.9229131
H11,MK15,B4,MK15B4,4,18,9.011774867
H11,MK16,B4,MK16B4,4,6,7.141427866
H11,MK17,B4,MK17B4,4,14,18.34433553
H11,MK18,B4,MK18B4,4,19,7.108013757
H11,MK19,B4,MK19B4,4,8,10.81727445
H11,MK20,B4,MK20B4,4,12,17.75431818
H11,MK21,B4,MK21B4,4,5,22.41264484
H11,MK22,B4,MK22B4,4,25,9.306845238
H11,MK23,B4,MK23B4,4,13,2.685619048
H11,MK24,B4,MK24B4,4,17,11.47555989
H11,MK25,B4,MK25B4,4,22,28.47123676
H11,MK01,B5,MK01B5,5,9,16.09928571
H11,MK02,B5,MK02B5,5,10,2.591451044
H11,MK03,B5,MK03B5,5,8,16.95468095
H11,MK04,B5,MK04B5,5,6,3.742326263
H11,MK05,B5,MK05B5,5,24,26.45025568
H11,MK06,B5,MK06B5,5,15,16.53182381
H11,MK07,B5,MK07B5,5,12,8.420750039
H11,MK08,B5,MK08B5,5,25,29.4696652
H11,MK09,B5,MK09B5,5,23,16.99203719
H11,MK10,B5,MK10B5,5,7,21.45551515
H11,MK11,B5,MK11B5,5,20,21.53542832
H11,MK12,B5,MK12B5,5,13,13.74219136
H11,MK13,B5,MK13B5,5,14,5.871957284
H11,MK14,B5,MK14B5,5,22,35.00738925
H11,MK15,B5,MK15B5,5,18,21.30055877
H11,MK16,B5,MK16B5,5,19,12.05115952
H11,MK17,B5,MK17B5,5,11,5.119349451
H11,MK18,B5,MK18B5,5,17,18.95470336
H11,MK19,B5,MK19B5,5,2,3.476981074
H11,MK20,B5,MK20B5,5,5,0
H11,MK21,B5,MK21B5,5,3,21.09425397
H11,MK22,B5,MK22B5,5,4,1.116821429
H11,MK23,B5,MK23B5,5,1,9.399666667
H11,MK24,B5,MK24B5,5,21,26.35128568
H11,MK25,B5,MK25B5,5,16,14.00965618
H12,MK01,B1,MK01B1,1,13,25.49053571
H12,MK02,B1,MK02B1,1,1,22.45924238
H12,MK03,B1,MK03B1,1,18,17.89660768
H12,MK04,B1,MK04B1,1,9,25.72849305
H12,MK05,B1,MK05B1,1,10,24.6869053
H12,MK06,B1,MK06B1,1,16,15.61338915
H12,MK07,B1,MK07B1,1,22,6.816797651
H12,MK08,B1,MK08B1,1,20,19.28923541
H12,MK09,B1,MK09B1,1,23,7.154541971
H12,MK10,B1,MK10B1,1,4,10.37016566
H12,MK11,B1,MK11B1,1,3,16.15157124
H12,MK12,B1,MK12B1,1,19,18.68938024
H12,MK13,B1,MK13B1,1,24,21.88638625
H12,MK14,B1,MK14B1,1,14,15.13833049
H12,MK15,B1,MK15B1,1,7,19.25242813
H12,MK16,B1,MK16B1,1,6,8.48044559
H12,MK17,B1,MK17B1,1,2,17.06449816
H12,MK18,B1,MK18B1,1,25,12.06208395
H12,MK19,B1,MK19B1,1,21,17.7712366
H12,MK20,B1,MK20B1,1,5,18.14885858
H12,MK21,B1,MK21B1,1,8,10.54712698
H12,MK22,B1,MK22B1,1,17,18.61369048
H12,MK23,B1,MK23B1,1,15,14.32330159
H12,MK24,B1,MK24B1,1,11,23.37614052
H12,MK25,B1,MK25B1,1,12,37.50972462
H12,MK01,B2,MK01B2,2,20,22.13651786
H12,MK02,B2,MK02B2,2,2,24.18687642
H12,MK03,B2,MK03B2,2,3,11.77408399
H12,MK04,B2,MK04B2,2,11,17.30825896
H12,MK05,B2,MK05B2,2,15,23.17546212
H12,MK06,B2,MK06B2,2,18,22.50164907
H12,MK07,B2,MK07B2,2,22,7.819267893
H12,MK08,B2,MK08B2,2,19,25.18316846
H12,MK09,B2,MK09B2,2,13,13.4147662
H12,MK10,B2,MK10B2,2,9,16.80682021
H12,MK11,B2,MK11B2,2,10,22.04817661
H12,MK12,B2,MK12B2,2,12,9.894377778
H12,MK13,B2,MK13B2,2,7,29.62669357
H12,MK14,B2,MK14B2,2,5,23.65364139
H12,MK15,B2,MK15B2,2,17,19.66205426
H12,MK16,B2,MK16B2,2,14,9.819463315
H12,MK17,B2,MK17B2,2,16,8.10563663
H12,MK18,B2,MK18B2,2,25,7.754196825
H12,MK19,B2,MK19B2,2,21,11.58993691
H12,MK20,B2,MK20B2,2,1,28.40690909
H12,MK21,B2,MK21B2,2,4,17.13908135
H12,MK22,B2,MK22B2,2,23,13.02958334
H12,MK23,B2,MK23B2,2,6,12.98049206
H12,MK24,B2,MK24B2,2,8,5.950290315
H12,MK25,B2,MK25B2,2,24,18.52890012
H12,MK01,B3,MK01B3,3,10,12.52166667
H12,MK02,B3,MK02B3,3,16,16.41252328
H12,MK03,B3,MK03B3,3,11,24.72557639
H12,MK04,B3,MK04B3,3,20,15.43709583
H12,MK05,B3,MK05B3,3,3,21.66401893
H12,MK06,B3,MK06B3,3,14,16.07260649
H12,MK07,B3,MK07B3,3,13,15.63853579
H12,MK08,B3,MK08B3,3,2,34.55988011
H12,MK09,B3,MK09B3,3,1,14.75624282
H12,MK10,B3,MK10B3,3,6,28.96494545
H12,MK11,B3,MK11B3,3,17,21.53542832
H12,MK12,B3,MK12B3,3,9,29.68313333
H12,MK13,B3,MK13B3,3,19,29.35978641
H12,MK14,B3,MK14B3,3,24,16.32101255
H12,MK15,B3,MK15B3,3,4,16.79467135
H12,MK16,B3,MK16B3,3,21,8.48044559
H12,MK17,B3,MK17B3,3,18,10.87861758
H12,MK18,B3,MK18B3,3,12,15.93918236
H12,MK19,B3,MK19B3,3,7,19.70289276
H12,MK20,B3,MK20B3,3,5,29.9850707
H12,MK21,B3,MK21B3,3,15,20.21532672
H12,MK22,B3,MK22B3,3,25,7.81775
H12,MK23,B3,MK23B3,3,23,15.66611112
H12,MK24,B3,MK24B3,3,22,8.075393998
H12,MK25,B3,MK25B3,3,8,25.7596904
H12,MK01,B4,MK01B4,4,7,14.75767857
H12,MK02,B4,MK02B4,4,3,24.61878492
H12,MK03,B4,MK03B4,4,2,24.96105807
H12,MK04,B4,MK04B4,4,23,10.75918801
H12,MK05,B4,MK05B4,4,15,31.74030682
H12,MK06,B4,MK06B4,4,24,5.510607937
H12,MK07,B4,MK07B4,4,16,13.2326072
H12,MK08,B4,MK08B4,4,4,19.8250475
H12,MK09,B4,MK09B4,4,20,14.30908395
H12,MK10,B4,MK10B4,4,21,13.58849293
H12,MK11,B4,MK11B4,4,9,34.86688396
H12,MK12,B4,MK12B4,4,10,7.695627161
H12,MK13,B4,MK13B4,4,11,22.42020054
H12,MK14,B4,MK14B4,4,1,24.12671421
H12,MK15,B4,MK15B4,4,18,11.05990552
H12,MK16,B4,MK16B4,4,6,16.96089119
H12,MK17,B4,MK17B4,4,14,14.9314359
H12,MK18,B4,MK18B4,4,19,9.046562963
H12,MK19,B4,MK19B4,4,8,20.47555522
H12,MK20,B4,MK20B4,4,12,7.496267676
H12,MK21,B4,MK21B4,4,5,19.7758631
H12,MK22,B4,MK22B4,4,25,5.584107143
H12,MK23,B4,MK23B4,4,13,11.19007936
H12,MK24,B4,MK24B4,4,17,15.30074652
H12,MK25,B4,MK25B4,4,22,13.1058074
H12,MK01,B5,MK01B5,5,9,24.14892857
H12,MK02,B5,MK02B5,5,10,5.182902089
H12,MK03,B5,MK03B5,5,8,21.19335119
H12,MK04,B5,MK04B5,5,6,14.96930506
H12,MK05,B5,MK05B5,5,24,17.38159659
H12,MK06,B5,MK06B5,5,15,11.93965053
H12,MK07,B5,MK07B5,5,12,11.62865482
H12,MK08,B5,MK08B5,5,25,17.68179912
H12,MK09,B5,MK09B5,5,23,8.496018591
H12,MK10,B5,MK10B5,5,7,24.67384242
H12,MK11,B5,MK11B5,5,20,15.3824488
H12,MK12,B5,MK12B5,5,13,17.59000494
H12,MK13,B5,MK13B5,5,14,4.804328687
H12,MK14,B5,MK14B5,5,22,9.93452938
H12,MK15,B5,MK15B5,5,18,18.02354974
H12,MK16,B5,MK16B5,5,19,5.802410141
H12,MK17,B5,MK17B5,5,11,24.95682857
H12,MK18,B5,MK18B5,5,17,15.07760494
H12,MK19,B5,MK19B5,5,2,15.45324922
H12,MK20,B5,MK20B5,5,5,31.95777273
H12,MK21,B5,MK21B5,5,3,4.614368056
H12,MK22,B5,MK22B5,5,4,0.558410714
H12,MK23,B5,MK23B5,5,1,16.56131746
H12,MK24,B5,MK24B5,5,21,27.20132715
H12,MK25,B5,MK25B5,5,16,15.81735376
